City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Isiro,CD,2021-11-03 19:45:55,2.7739,27.616,67.1,99,100,2.21
294,College,US,2021-11-03 19:45:56,64.8569,-147.8028,31.89,92,75,0.0
295,Baykit,RU,2021-11-03 19:45:56,61.67,96.37,-10.23,99,24,3.02
296,Kholodnyy,RU,2021-11-03 19:45:57,62.7167,147.95,-11.13,97,32,1.5
297,Mozarlandia,BR,2021-11-03 19:45:57,-14.7447,-50.5706,82.9,64,98,4.83
298,Xiangxiang,CN,2021-11-03 19:45:58,27.7333,112.5333,60.64,94,100,3.78
299,Evans,US,2021-11-03 19:45:58,33.5337,-82.1307,64.6,54,20,1.99
300,Curup,ID,2021-11-03 19:45:59,-3.4667,102.5333,67.01,98,100,1.39
301,Marzuq,YE,2021-11-03 19:45:59,14.4,46.4667,71.8,24,4,0.54
302,Tigil,RU,2021-11-03 19:42:38,57.8,158.6667,29.3,88,70,13.71
303,Rovnoye,RU,2021-11-03 19:46:00,50.7765,46.0509,45.32,59,100,16.89
304,Batagay-Alyta,RU,2021-11-03 19:46:00,67.8006,130.4114,-15.0,91,29,5.32
305,Aklavik,CA,2021-11-03 19:46:01,68.2191,-135.0107,16.63,95,73,8.37
306,Meulaboh,ID,2021-11-03 19:46:02,4.1363,96.1285,75.11,90,100,3.24
307,Broken Hill,AU,2021-11-03 19:46:02,-31.95,141.4333,58.71,72,90,12.66
308,Kemin,KG,2021-11-03 19:46:03,42.7846,75.6892,28.06,97,100,4.03
309,Suhut,TR,2021-11-03 19:46:04,38.5311,30.5458,54.84,68,12,3.67
310,Agadez,NE,2021-11-03 19:46:04,19.75,10.25,77.83,16,0,1.79
311,Zanjan,IR,2021-11-03 19:46:05,36.6736,48.4787,53.47,64,11,1.23
312,Camacha,PT,2021-11-03 19:46:05,33.0833,-16.3333,70.54,78,75,9.22
313,Buta,CD,2021-11-03 19:46:06,2.7858,24.73,70.92,98,100,3.13
314,Tabou,CI,2021-11-03 19:46:06,4.423,-7.3528,78.84,84,94,6.46
315,Zhanakorgan,KZ,2021-11-03 19:46:07,43.9098,67.2495,32.72,35,0,25.52
316,Shelabolikha,RU,2021-11-03 19:46:07,53.4131,82.6167,4.46,86,72,4.63
317,Picos,BR,2021-11-03 19:46:07,-7.0769,-41.4669,91.36,41,59,7.58
318,Ndungu,TZ,2021-11-03 19:46:08,-4.3667,38.05,72.97,92,23,5.1
319,Barinitas,VE,2021-11-03 19:46:08,8.7622,-70.4111,79.63,74,81,0.67
320,Susanville,US,2021-11-03 19:47:09,40.4163,-120.653,55.24,62,1,4.61
321,Brandfort,ZA,2021-11-03 19:47:09,-28.7001,26.4597,56.61,14,0,5.06
322,Taitung,TW,2021-11-03 19:47:10,22.7583,121.1444,74.71,84,86,6.17
323,Havoysund,NO,2021-11-03 19:47:10,70.9963,24.6622,41.88,85,100,17.83
324,Auki,SB,2021-11-03 19:47:11,-8.7676,160.7034,76.8,85,22,3.87
325,Kiunga,PG,2021-11-03 19:47:11,-6.1219,141.2906,70.95,100,91,2.15
326,Pacific Grove,US,2021-11-03 19:47:12,36.6177,-121.9166,75.58,76,1,3.0
327,Tanete,ID,2021-11-03 19:47:12,-3.9443,119.7848,75.16,96,98,3.44
328,Kieta,PG,2021-11-03 19:47:12,-6.2167,155.6333,78.98,86,100,2.64
329,Praia,CV,2021-11-03 19:47:13,14.9215,-23.5087,82.94,42,40,10.36
330,Arman,RU,2021-11-03 19:47:13,59.7,150.1667,21.02,92,100,5.26
331,Turukhansk,RU,2021-11-03 19:47:14,65.8167,87.9833,3.06,93,100,15.86
332,Lewisporte,CA,2021-11-03 19:47:14,49.2499,-55.0482,47.14,81,100,5.77
333,Dillon,US,2021-11-03 19:47:15,34.4166,-79.3712,58.98,38,97,11.77
334,Salmo,CA,2021-11-03 19:47:15,49.1999,-117.2689,51.08,88,99,2.42
335,Khandbari,NP,2021-11-03 19:47:16,27.3747,87.2039,56.1,78,2,3.78
336,Coleraine,GB,2021-11-03 19:47:16,55.1333,-6.6667,46.31,68,100,19.6
337,Burgersdorp,ZA,2021-11-03 19:47:16,-30.9977,26.3286,61.56,16,5,7.29
338,Poltavka,RU,2021-11-03 19:47:17,54.3663,71.7632,12.47,86,20,4.14
339,Westport,US,2021-11-03 19:47:17,41.1415,-73.3579,53.98,48,1,1.01
340,Qaqortoq,GL,2021-11-03 19:47:18,60.7167,-46.0333,37.9,92,100,5.48
341,Portland,US,2021-11-03 19:45:29,45.5234,-122.6762,59.36,76,90,3.0
342,Henties Bay,NA,2021-11-03 19:42:42,-22.116,14.2845,57.85,86,32,8.68
343,Arkhangelsk,RU,2021-11-03 19:44:01,64.5401,40.5433,41.11,87,90,4.47
344,Padang,ID,2021-11-03 19:47:18,-0.9492,100.3543,76.96,90,100,3.4
345,Ushtobe,KZ,2021-11-03 19:42:28,45.2514,77.9838,10.92,63,4,16.08
346,Mount Isa,AU,2021-11-03 19:47:19,-20.7333,139.5,71.37,83,44,0.0
347,Borovskoy,KZ,2021-11-03 19:47:20,53.8,64.15,14.81,80,45,6.29
348,Aswan,EG,2021-11-03 19:47:20,24.0934,32.907,81.61,28,0,8.86
349,Mwinilunga,ZM,2021-11-03 19:47:20,-11.7358,24.4293,63.79,85,100,2.44
350,Sola,VU,2021-11-03 19:47:21,-13.8833,167.55,78.39,77,100,3.29
351,Grindavik,IS,2021-11-03 19:47:21,63.8424,-22.4338,45.07,87,90,21.85
352,May Pen,JM,2021-11-03 19:47:22,17.9645,-77.2451,85.24,58,77,7.76
353,Calamar,CO,2021-11-03 19:47:22,10.2511,-74.9146,85.95,69,57,8.48
354,Medea,DZ,2021-11-03 19:47:23,36.2642,2.7539,50.45,82,100,12.21
355,Khislavichi,RU,2021-11-03 19:47:23,54.1871,32.1582,46.08,86,97,13.04
356,Umm Lajj,SA,2021-11-03 19:47:24,25.0213,37.2685,80.96,65,0,10.47
357,Bijie,CN,2021-11-03 19:47:24,27.3125,105.2942,49.73,97,100,2.86
358,Polunochnoye,RU,2021-11-03 19:47:24,60.8697,60.4153,19.08,84,23,6.62
359,Yerbogachen,RU,2021-11-03 19:47:25,61.2767,108.0108,-5.6,99,29,3.71
360,Guerrero Negro,MX,2021-11-03 19:43:47,27.9769,-114.0611,72.77,62,4,13.24
361,Hualmay,PE,2021-11-03 19:47:26,-11.0964,-77.6139,68.97,72,47,9.4
362,Filingue,NE,2021-11-03 19:47:26,14.3521,3.3168,88.92,13,16,5.26
363,Aden,YE,2021-11-03 19:43:11,12.7794,45.0367,82.44,52,3,4.27
364,Ouesso,CG,2021-11-03 19:47:27,1.6136,16.0517,72.48,96,89,2.82
365,Niksic,ME,2021-11-03 19:47:27,42.7731,18.9445,58.87,98,100,12.3
366,San Quintin,MX,2021-11-03 19:47:28,30.4833,-115.95,69.35,68,0,13.42
367,Kichera,RU,2021-11-03 19:48:28,55.9375,110.0997,19.65,91,100,8.63
368,Smidovich,RU,2021-11-03 19:48:29,48.6,133.8167,32.29,61,91,3.47
369,Waterloo,CA,2021-11-03 19:44:25,43.4668,-80.5164,43.65,76,75,7.0
370,Dicabisagan,PH,2021-11-03 19:48:29,17.0818,122.4157,76.39,88,32,6.13
371,Vanino,RU,2021-11-03 19:48:30,49.0869,140.2543,31.98,90,63,3.44
372,Bairiki,KI,2021-11-03 19:48:30,1.3292,172.9752,82.4,74,40,6.91
373,Valleyview,CA,2021-11-03 19:48:31,55.0667,-117.2859,42.84,45,98,9.22
374,Mayumba,GA,2021-11-03 19:48:31,-3.432,10.6554,76.75,88,98,3.38
375,Ketchikan,US,2021-11-03 19:48:32,55.3422,-131.6461,48.67,93,90,5.75
376,Chippenham,GB,2021-11-03 19:48:33,51.46,-2.1247,47.52,78,100,8.08
377,Bagan,RU,2021-11-03 19:48:33,54.1001,77.6646,11.25,92,100,2.82
378,Loreto,MX,2021-11-03 19:48:16,22.2667,-101.9667,72.88,20,10,4.72
379,Cairns,AU,2021-11-03 19:48:34,-16.9167,145.7667,72.1,94,75,12.66
380,Alpena,US,2021-11-03 19:48:34,45.0617,-83.4327,41.18,79,75,3.0
381,Norman Wells,CA,2021-11-03 19:48:35,65.282,-126.8329,15.84,92,90,4.61
382,Ramganj,BD,2021-11-03 19:48:36,23.1,90.85,67.24,79,48,6.33
383,Killarney,IE,2021-11-03 19:48:36,52.05,-9.5167,41.74,93,16,4.83
384,Paris,FR,2021-11-03 19:44:21,48.8534,2.3488,47.1,86,0,1.01
385,Araouane,ML,2021-11-03 19:48:36,18.9048,-3.5265,87.24,13,0,6.35
386,Machhlishahr,IN,2021-11-03 19:48:37,25.6833,82.4167,68.56,49,0,2.46
387,Belmonte,BR,2021-11-03 19:48:37,-15.8631,-38.8828,88.3,90,89,13.62
388,Shenzhen,CN,2021-11-03 19:45:39,22.5455,114.0683,77.22,84,52,4.88
389,Chisindia,RO,2021-11-03 19:48:38,46.2833,22.1,54.39,63,100,7.47
390,Taoudenni,ML,2021-11-03 19:46:45,22.6783,-3.9836,87.33,16,0,2.01
391,Praia Da Vitoria,PT,2021-11-03 19:48:38,38.7333,-27.0667,66.76,100,75,21.03
392,Santiago Del Estero,AR,2021-11-03 19:48:40,-27.7951,-64.2615,88.95,37,0,7.72
393,Namatanai,PG,2021-11-03 19:48:40,-3.6667,152.4333,80.06,82,100,8.37
394,Bria,CF,2021-11-03 19:48:40,6.5423,21.9863,70.57,93,100,2.98
395,Salisbury,GB,2021-11-03 19:45:44,51.0693,-1.7957,47.48,89,40,5.75
396,Byron Bay,AU,2021-11-03 19:48:41,-28.65,153.6167,63.88,74,100,2.68
397,Kholmy,UA,2021-11-03 19:48:41,51.871,32.6006,44.73,96,57,6.17
398,Svetlyy,RU,2021-11-03 19:48:42,54.675,20.1347,46.45,87,2,8.32
399,Kargil,IN,2021-11-03 19:48:42,34.5667,76.1,22.78,69,70,4.59
400,Vysotskoye,RU,2021-11-03 19:48:42,45.025,42.9064,51.17,64,100,8.03
401,Tateyama,JP,2021-11-03 19:47:09,34.9833,139.8667,60.82,66,82,8.1
402,Maryborough,AU,2021-11-03 19:48:43,-25.5333,152.7,64.11,68,29,2.91
403,Saint George,US,2021-11-03 19:48:43,37.1041,-113.5841,75.67,34,1,1.99
404,Sabinas Hidalgo,MX,2021-11-03 19:48:44,26.5,-100.1667,81.48,44,90,6.15
405,Brigantine,US,2021-11-03 19:48:44,39.4101,-74.3646,55.0,48,75,8.05
406,Kerouane,GN,2021-11-03 19:48:45,9.2667,-9.0167,75.13,72,14,3.85
407,Kosh-Agach,RU,2021-11-03 19:46:48,50.0,88.6667,-7.35,78,54,5.77
408,Sept-Iles,CA,2021-11-03 19:44:43,50.2001,-66.3821,41.52,59,75,5.01
409,Petatlan,MX,2021-11-03 19:46:32,17.5167,-101.2667,89.4,69,98,5.7
410,Yucaipa,US,2021-11-03 19:45:27,34.0336,-117.0431,82.78,25,1,1.99
411,Ayame,CI,2021-11-03 19:48:46,5.6083,-3.1563,75.42,92,72,3.15
412,Oxford,GB,2021-11-03 19:47:56,51.7522,-1.256,47.05,91,75,8.05
413,Gamba,GA,2021-11-03 19:48:46,-2.65,10.0,76.32,89,35,4.21
414,Mackenzie,CA,2021-11-03 19:45:43,55.2999,-123.1698,41.22,93,90,13.8
415,Tura,IN,2021-11-03 19:49:47,25.5198,90.2201,63.09,91,0,3.22
416,Tamandare,BR,2021-11-03 19:49:48,-8.7597,-35.1047,80.33,78,34,14.83
417,Gore,NZ,2021-11-03 19:49:48,-46.1028,168.9436,50.23,62,11,1.99
418,Porlamar,VE,2021-11-03 19:49:48,10.958,-63.8491,81.97,76,100,14.23
419,Marica,BR,2021-11-03 19:49:49,-22.9194,-42.8186,78.26,85,71,6.29
420,Noumea,NC,2021-11-03 19:49:49,-22.2763,166.4572,73.0,99,3,7.31
421,Taber,CA,2021-11-03 19:45:43,49.8167,-112.1518,54.91,76,98,10.36
422,Cardiff,GB,2021-11-03 19:49:50,51.48,-3.18,47.89,85,11,1.01
423,Hendersonville,US,2021-11-03 19:46:50,36.3048,-86.62,50.58,51,100,3.0
424,Sao Filipe,CV,2021-11-03 19:49:51,14.8961,-24.4956,79.99,73,96,7.67
425,Fonte Boa,BR,2021-11-03 19:49:51,-2.4959,-66.2662,90.54,50,76,0.43
426,Saint-Joseph,RE,2021-11-03 19:49:52,-21.3667,55.6167,71.98,78,0,7.02
427,Aasiaat,GL,2021-11-03 19:49:52,68.7098,-52.8699,28.42,86,98,2.62
428,Riviere-Au-Renard,CA,2021-11-03 19:49:53,48.9957,-64.3971,46.69,57,65,6.93
429,Zhenlai,CN,2021-11-03 19:49:53,45.8495,123.2973,37.17,70,1,5.57
430,Mantua,IT,2021-11-03 19:49:53,45.1667,10.7833,58.91,90,100,4.0
431,Talakan,RU,2021-11-03 19:49:54,50.3167,130.3667,32.2,95,95,5.12
432,At-Bashi,KG,2021-11-03 19:49:54,41.1702,75.8106,28.65,56,97,1.32
433,Kolobrzeg,PL,2021-11-03 19:49:55,54.1757,15.5834,43.97,100,47,6.15
434,Tulagi,SB,2021-11-03 19:49:55,-9.0996,160.1476,80.28,76,29,4.34
435,Fare,PF,2021-11-03 19:49:56,-16.7,-151.0167,78.67,77,2,7.38
436,Santa Rosalia,MX,2021-11-03 19:49:56,27.3167,-112.2833,80.94,36,0,9.08
437,Talcahuano,CL,2021-11-03 19:48:45,-36.7167,-73.1167,56.88,67,75,11.5
438,Avera,US,2021-11-03 19:49:57,33.194,-82.5271,65.08,45,64,8.14
439,Sioux Lookout,CA,2021-11-03 19:49:57,50.1001,-91.917,37.78,65,75,10.36
440,Omboue,GA,2021-11-03 19:49:58,-1.5746,9.2618,76.59,91,100,6.89
441,Kayerkan,RU,2021-11-03 19:49:58,69.3497,87.7602,5.49,93,100,18.1
442,Moses Lake,US,2021-11-03 19:49:58,47.1301,-119.2781,48.88,87,90,0.0
443,Ancud,CL,2021-11-03 19:49:59,-41.8697,-73.8203,51.33,79,58,18.12
444,Whitianga,NZ,2021-11-03 19:50:00,-36.8333,175.7,54.01,69,100,18.99
445,Coolum Beach,AU,2021-11-03 19:50:00,-26.5333,153.1,63.07,85,100,5.7
446,Haimen,CN,2021-11-03 19:50:01,23.1935,116.6142,71.49,81,34,14.47
447,Margate,GB,2021-11-03 19:50:01,51.3813,1.3862,48.69,83,100,7.0
448,Belyy Yar,RU,2021-11-03 19:50:02,53.6039,91.3903,-0.51,85,40,2.24
449,Tchollire,CM,2021-11-03 19:50:03,8.4022,14.1698,79.9,59,85,3.22
450,Capreol,CA,2021-11-03 19:47:05,46.706,-80.9225,34.92,63,75,1.01
451,Egvekinot,RU,2021-11-03 19:50:04,66.3167,-179.1667,-0.29,80,100,11.18
452,Honjo,JP,2021-11-03 19:50:04,36.2333,139.1833,50.81,60,8,6.71
453,Palmer,US,2021-11-03 19:50:05,42.1584,-72.3287,52.48,43,40,1.01
454,Awbari,LY,2021-11-03 19:50:06,26.5921,12.7805,76.5,16,4,11.86
455,Mizdah,LY,2021-11-03 19:50:07,31.4451,12.9801,75.29,22,1,8.95
456,Ampanihy,MG,2021-11-03 19:50:08,-24.7,44.75,71.85,78,0,3.53
457,Chupa,RU,2021-11-03 19:50:09,66.27,33.0549,37.94,92,100,6.02
458,Sonta,RS,2021-11-03 19:50:09,45.5947,19.0981,56.28,82,100,19.37
459,Tromso,NO,2021-11-03 19:51:10,69.6496,18.957,42.82,81,75,1.01
460,Ko Samui,TH,2021-11-03 19:47:36,9.5357,99.9357,81.95,72,100,6.13
461,Nuuk,GL,2021-11-03 19:51:11,64.1835,-51.7216,34.23,97,100,27.25
462,Pitimbu,BR,2021-11-03 19:48:32,-7.4706,-34.8086,84.79,74,41,12.41
463,Beyneu,KZ,2021-11-03 19:51:11,45.3167,55.2,42.49,38,100,23.96
464,Hanting,CN,2021-11-03 19:51:12,36.7708,119.2108,54.45,61,4,4.52
465,Pilot Butte,CA,2021-11-03 19:51:12,50.4668,-104.4178,42.66,61,20,3.44
466,Santa Cruz De La Palma,ES,2021-11-03 19:51:12,28.6835,-17.7642,71.74,73,75,4.61
467,San Jose,US,2021-11-03 19:48:44,37.3394,-121.895,75.45,66,20,1.01
468,Tairua,NZ,2021-11-03 19:51:13,-37.0167,175.85,61.09,70,100,19.66
469,Yeppoon,AU,2021-11-03 19:51:13,-23.1333,150.7333,64.18,60,12,14.41
470,Rock Sound,BS,2021-11-03 19:51:14,24.9,-76.2,78.96,69,8,12.64
471,Broome,US,2021-11-03 19:51:14,42.2506,-75.833,45.32,63,90,4.0
472,Puerto El Triunfo,SV,2021-11-03 19:51:14,13.2833,-88.55,85.3,61,82,7.96
473,Bengkulu,ID,2021-11-03 19:51:15,-3.8004,102.2655,74.95,89,97,3.09
474,Tyukhtet,RU,2021-11-03 19:51:16,56.5389,89.3011,0.82,96,83,6.53
475,Port Keats,AU,2021-11-03 19:51:16,-14.25,129.55,82.71,74,70,2.55
476,San Patricio,US,2021-11-03 19:51:16,28.017,-97.5169,84.88,56,99,8.75
477,Green River,US,2021-11-03 19:51:17,41.5286,-109.4662,54.16,42,93,11.01
478,Jining,CN,2021-11-03 19:51:17,35.405,116.5814,59.0,1,100,4.92
479,Viedma,AR,2021-11-03 19:50:27,-40.8135,-62.9967,89.64,21,72,23.53
480,Umea,SE,2021-11-03 19:51:18,63.8284,20.2597,42.73,100,90,3.44
481,Oktyabrskoye,RU,2021-11-03 19:51:18,43.0645,44.7417,44.74,100,100,2.24
482,Dali,CN,2021-11-03 19:51:19,25.7,100.1833,48.49,83,2,4.52
483,Lebu,CL,2021-11-03 19:50:38,-37.6167,-73.65,55.33,60,4,10.36
484,Cidreira,BR,2021-11-03 19:51:19,-30.1811,-50.2056,68.61,95,100,16.67
485,Kambove,CD,2021-11-03 19:51:20,-10.8764,26.5969,64.9,80,98,4.54
486,Sungaipenuh,ID,2021-11-03 19:51:20,-2.0833,101.3833,64.22,98,98,0.47
487,Tautira,PF,2021-11-03 19:51:21,-17.7333,-149.15,82.42,80,85,15.43
488,Port Blair,IN,2021-11-03 19:50:34,11.6667,92.75,80.62,81,25,4.83
489,Norfolk,US,2021-11-03 19:51:21,42.1668,-71.2495,53.46,50,1,1.01
490,Boyuibe,BO,2021-11-03 19:51:22,-20.4167,-63.2833,89.51,32,85,5.91
491,Qiongshan,CN,2021-11-03 19:51:22,20.0058,110.3542,75.18,94,40,0.0
492,Sistranda,NO,2021-11-03 19:51:23,63.7256,8.834,37.36,80,98,5.01
493,Mitchelstown,IE,2021-11-03 19:51:23,52.2658,-8.2681,44.02,87,38,11.56
494,Elizabeth City,US,2021-11-03 19:51:23,36.2946,-76.2511,58.01,45,20,1.01
495,Hof,DE,2021-11-03 19:51:24,50.3167,11.9167,44.8,88,75,2.3
496,Partizanskoye,RU,2021-11-03 19:51:24,55.5006,94.39,4.71,75,100,14.23
497,Talas,TR,2021-11-03 19:51:25,38.6908,35.5538,47.07,93,75,3.44
498,Sandakan,MY,2021-11-03 19:51:25,5.8402,118.1179,78.48,94,20,3.0
499,Iwanai,JP,2021-11-03 19:51:26,42.9744,140.5089,43.86,91,100,3.15
500,Yurimaguas,PE,2021-11-03 19:51:26,-5.9,-76.0833,77.16,59,40,6.91
501,Sault Sainte Marie,CA,2021-11-03 19:49:39,46.5168,-84.3333,37.96,59,90,4.61
502,Luderitz,NA,2021-11-03 19:51:27,-26.6481,15.1594,59.52,63,2,16.51
503,San Isidro,PE,2021-11-03 19:51:27,-12.1167,-77.05,67.59,73,90,3.0
504,Shubarshi,KZ,2021-11-03 19:52:27,48.5872,57.1869,26.91,31,0,16.13
505,Ugoofaaru,MV,2021-11-03 19:52:28,5.6667,73.0,82.49,81,100,16.46
506,Kalga,RU,2021-11-03 19:52:28,50.9251,118.898,28.58,83,88,2.75
507,Tomari,RU,2021-11-03 19:52:29,47.7658,142.0683,39.74,86,86,5.64
508,Lompoc,US,2021-11-03 19:51:06,34.6391,-120.4579,84.13,72,1,4.61
509,Najran,SA,2021-11-03 19:52:29,17.4924,44.1277,66.85,31,1,1.59
510,Isangel,VU,2021-11-03 19:52:30,-19.55,169.2667,68.11,83,39,3.44
511,Raga,SS,2021-11-03 19:52:30,8.4596,25.678,74.84,74,99,4.29
512,Havelock,US,2021-11-03 19:52:30,34.8791,-76.9013,59.0,64,75,4.0
513,Berdigestyakh,RU,2021-11-03 19:52:31,62.0989,126.6992,13.69,98,95,3.85
514,Gonbad-E Qabus,IR,2021-11-03 19:52:31,37.25,55.1672,64.69,63,100,7.61
515,Kulhudhuffushi,MV,2021-11-03 19:52:32,6.6221,73.07,81.34,81,100,18.45
516,Beringovskiy,RU,2021-11-03 19:52:32,63.05,179.3167,-0.9,85,4,9.66
517,Ayan,RU,2021-11-03 19:52:32,56.45,138.1667,29.01,72,100,6.24
518,Sangar,RU,2021-11-03 19:47:44,63.9242,127.4739,14.61,94,100,11.86
519,Lamu,KE,2021-11-03 19:52:33,-2.2717,40.902,80.82,85,4,10.6
520,Black River,JM,2021-11-03 19:52:33,18.0264,-77.8487,86.0,68,97,4.18
521,Karpogory,RU,2021-11-03 19:52:34,64.0019,44.4451,38.25,87,100,11.07
522,Stornoway,GB,2021-11-03 19:52:34,58.2093,-6.3865,43.93,87,40,11.5
523,Flin Flon,CA,2021-11-03 19:52:35,54.7682,-101.865,40.84,48,1,4.61
524,Port-Cartier,CA,2021-11-03 19:52:35,50.0334,-66.8654,41.22,50,97,10.51
525,Pizarro,CO,2021-11-03 19:52:35,4.9533,-77.366,80.62,75,65,6.87
526,Alcaniz,ES,2021-11-03 19:52:36,41.05,-0.1333,53.44,62,3,22.84
527,Eyemouth,GB,2021-11-03 19:52:36,55.8713,-2.0901,44.83,74,100,24.47
528,Neiafu,TO,2021-11-03 19:52:37,-18.65,-173.9833,79.48,83,40,6.91
529,Pisz,PL,2021-11-03 19:52:37,53.6274,21.8125,35.85,92,0,5.64
530,Coihaique,CL,2021-11-03 19:51:09,-45.5752,-72.0662,50.61,66,75,6.91
531,Puerto Escondido,MX,2021-11-03 19:52:38,15.85,-97.0667,84.65,64,80,5.99
532,America Dourada,BR,2021-11-03 19:52:38,-11.4553,-41.4361,73.89,82,100,3.83
533,Obo,CF,2021-11-03 19:52:38,5.3998,26.4869,71.96,86,99,1.99
534,Leirvik,NO,2021-11-03 19:52:39,59.7798,5.5005,47.62,76,95,6.55
535,Thompson,CA,2021-11-03 19:51:57,55.7435,-97.8558,33.96,69,20,4.61
536,Hofn,IS,2021-11-03 19:51:48,64.2539,-15.2082,33.82,55,75,4.61
537,El Bagre,CO,2021-11-03 19:52:39,7.5927,-74.8086,85.84,62,94,2.53
538,Rockhampton,AU,2021-11-03 19:52:40,-23.3833,150.5,64.29,77,2,5.75
539,Langxiang,CN,2021-11-03 19:52:40,46.95,128.8833,33.42,97,38,1.7
540,Saint-Francois,FR,2021-11-03 19:52:41,46.4154,3.9054,44.47,87,90,4.61
541,Jaru,BR,2021-11-03 19:52:41,-10.4389,-62.4664,88.68,53,65,2.77
542,Show Low,US,2021-11-03 19:52:41,34.2542,-110.0298,66.07,28,1,8.05
543,Svobodnyy,RU,2021-11-03 19:52:42,51.4,128.1333,33.26,99,100,5.44
544,Pemangkat,ID,2021-11-03 19:52:42,1.1667,108.9667,78.84,83,100,6.02
545,Dickinson,US,2021-11-03 19:52:42,29.4608,-95.0513,78.03,80,20,3.0
546,Kokemaki,FI,2021-11-03 19:52:43,61.2565,22.3564,44.76,96,100,6.15
547,Reconquista,AR,2021-11-03 19:52:43,-29.15,-59.65,86.43,42,43,6.4
548,Manassas,US,2021-11-03 19:52:44,38.751,-77.4753,53.71,44,1,3.0
549,Nizhniy Tsasuchey,RU,2021-11-03 19:52:44,50.5167,115.1333,28.27,80,15,7.02
550,Ust-Ishim,RU,2021-11-03 19:53:44,57.6935,71.1665,13.62,87,100,6.91
551,Aquiraz,BR,2021-11-03 19:53:45,-3.9014,-38.3911,82.49,74,9,9.75
552,Vertientes,CU,2021-11-03 19:53:45,21.2594,-78.1464,80.98,66,95,11.25
553,Muskogee,US,2021-11-03 19:53:46,35.5834,-95.3336,50.45,80,100,5.41
554,La Ronge,CA,2021-11-03 19:53:46,55.1001,-105.2842,43.05,39,1,3.44
555,Houston,US,2021-11-03 19:53:46,29.7633,-95.3633,75.9,79,90,8.01
556,Rabo De Peixe,PT,2021-11-03 19:53:47,37.8,-25.5833,66.27,98,75,11.5
557,Akureyri,IS,2021-11-03 19:53:47,65.6835,-18.0878,39.13,75,75,17.27
558,Lyngseidet,NO,2021-11-03 19:53:48,69.5763,20.2189,43.47,87,100,8.66
559,Lodwar,KE,2021-11-03 19:53:48,3.1191,35.5973,86.99,38,89,18.77
